Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDL36,15.1,Low Fat,0.076193763,Baking Goods,89.78299999999999,OUT049,1999,Medium,Tier 1,Supermarket Type1,2247.075
FDD41,6.765,Regular,0.08718748800000001,Frozen Foods,105.5306,OUT013,1987,High,Tier 3,Supermarket Type1,1567.9589999999998
FDV19,14.85,Regular,0.035311852000000005,Fruits and Vegetables,160.9578,OUT049,1999,Medium,Tier 1,Supermarket Type1,4813.734
FDR44,6.11,Regular,0.103080901,Fruits and Vegetables,131.2968,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.4520000000002
FDX22,6.785,Regular,0.022974812,Snack Foods,208.7928,OUT046,1997,Small,Tier 1,Supermarket Type1,5890.9984
FDN12,15.6,Low Fat,0.08103643599999999,Baking Goods,112.3544,OUT013,1987,High,Tier 3,Supermarket Type1,2572.6512
FDM04,9.195,Regular,0.047081397999999997,Frozen Foods,51.1666,OUT013,1987,High,Tier 3,Supermarket Type1,1179.1318
FDA23,9.8,Low Fat,0.047260402,Baking Goods,102.8016,OUT049,1999,Medium,Tier 1,Supermarket Type1,1922.8304
FDA45,21.25,Low Fat,0.15601263099999998,Snack Foods,177.33700000000002,OUT018,2009,Medium,Tier 3,Supermarket Type2,2822.992
FDV26,20.25,Regular,0.07614605,Dairy,197.0794,OUT035,2004,Small,Tier 2,Supermarket Type1,4681.9056
FDW48,18.0,Low Fat,0.008575615,Baking Goods,80.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,644.4944
FDS55,7.02,Low Fat,0.081096635,Fruits and Vegetables,148.4734,OUT013,1987,High,Tier 3,Supermarket Type1,3563.3616
FDC53,8.68,Low Fat,0.008834023,Frozen Foods,100.0384,OUT035,2004,Small,Tier 2,Supermarket Type1,2266.3832
FDG35,21.2,Regular,0.007069661999999999,Starchy Foods,175.7738,OUT018,2009,Medium,Tier 3,Supermarket Type2,1911.5118
FDZ56,16.25,Low Fat,0.025776993999999998,Fruits and Vegetables,169.9474,OUT049,1999,Medium,Tier 1,Supermarket Type1,2863.6058
NCS05,11.5,Low Fat,0.020960615,Health and Hygiene,133.2942,OUT013,1987,High,Tier 3,Supermarket Type1,2649.884
FDW59,13.15,Low Fat,0.020715913,Breads,83.5566,OUT046,1997,Small,Tier 1,Supermarket Type1,1268.349
FDG47,12.8,Low Fat,0.06960567599999999,Starchy Foods,261.9252,OUT035,2004,Small,Tier 2,Supermarket Type1,4984.1788
FDF34,9.3,Regular,0.01404119,Snack Foods,199.1084,OUT049,1999,Medium,Tier 1,Supermarket Type1,396.8168
FDH60,19.7,Regular,0.08073703,Baking Goods,197.011,OUT046,1997,Small,Tier 1,Supermarket Type1,3338.987
FDF57,14.5,Regular,0.0,Fruits and Vegetables,169.6448,OUT035,2004,Small,Tier 2,Supermarket Type1,2045.3376
NCX29,10.0,Low Fat,0.08915252800000001,Health and Hygiene,147.7102,OUT046,1997,Small,Tier 1,Supermarket Type1,437.4306
FDD34,7.945,Low Fat,0.015863075,Snack Foods,161.821,OUT013,1987,High,Tier 3,Supermarket Type1,2446.815
FDQ15,20.35,Regular,0.151308326,Meat,81.7276,OUT049,1999,Medium,Tier 1,Supermarket Type1,2030.69
FDL12,15.85,Regular,0.12160972199999999,Baking Goods,60.222,OUT035,2004,Small,Tier 2,Supermarket Type1,539.298
FDS22,16.85,Regular,0.023135131,Snack Foods,44.8428,OUT013,1987,High,Tier 3,Supermarket Type1,703.0848
NCM29,11.5,Low Fat,0.017714096000000002,Health and Hygiene,132.9626,OUT018,2009,Medium,Tier 3,Supermarket Type2,1442.7886
FDO24,11.1,Low Fat,0.0,Baking Goods,156.4604,OUT049,1999,Medium,Tier 1,Supermarket Type1,2376.906
NCJ43,6.635,Low Fat,0.027069402000000003,Household,174.9396,OUT046,1997,Small,Tier 1,Supermarket Type1,1744.396
FDA37,7.81,Regular,0.055226755,Canned,123.1046,OUT046,1997,Small,Tier 1,Supermarket Type1,871.5322
NCM07,9.395,Low Fat,0.040124625,Others,85.1908,OUT018,2009,Medium,Tier 3,Supermarket Type2,1342.2528
FDT49,7.0,Low Fat,0.151376958,Canned,108.228,OUT035,2004,Small,Tier 2,Supermarket Type1,1171.808
FDP23,6.71,Low Fat,0.03558013,Breads,217.5166,OUT035,2004,Small,Tier 2,Supermarket Type1,4572.0486
DRF51,15.75,Low Fat,0.166513779,Dairy,38.0506,OUT018,2009,Medium,Tier 3,Supermarket Type2,265.6542
DRJ11,9.5,Low Fat,0.085223447,Hard Drinks,189.2872,OUT049,1999,Medium,Tier 1,Supermarket Type1,6050.7904
FDA09,13.35,Regular,0.149338159,Snack Foods,178.666,OUT035,2004,Small,Tier 2,Supermarket Type1,1797.66
FDJ46,11.1,Low Fat,0.044823438,Snack Foods,174.2054,OUT046,1997,Small,Tier 1,Supermarket Type1,1926.1594
FDO48,15.0,Regular,0.02681843,Baking Goods,219.7456,OUT013,1987,High,Tier 3,Supermarket Type1,3094.6384
FDS59,14.8,Regular,0.04407225,Breads,109.057,OUT018,2009,Medium,Tier 3,Supermarket Type2,1428.141
FDH44,19.1,Regular,0.025872153,Fruits and Vegetables,145.7418,OUT046,1997,Small,Tier 1,Supermarket Type1,882.8508
NCM05,6.825,Low Fat,0.059835659000000006,Health and Hygiene,264.3226,OUT035,2004,Small,Tier 2,Supermarket Type1,4229.1616
FDV13,17.35,Regular,0.027653795,Canned,88.0856,OUT049,1999,Medium,Tier 1,Supermarket Type1,1318.2839999999999
FDA23,9.8,Low Fat,0.04714777,Baking Goods,102.4016,OUT013,1987,High,Tier 3,Supermarket Type1,1720.4272
FDN13,18.6,Low Fat,0.152294691,Breakfast,98.9358,OUT049,1999,Medium,Tier 1,Supermarket Type1,1508.037
DRF49,7.27,Low Fat,0.071064499,Soft Drinks,114.4518,OUT035,2004,Small,Tier 2,Supermarket Type1,1366.2216
FDK20,12.6,Regular,0.041726942,Fruits and Vegetables,122.0072,OUT018,2009,Medium,Tier 3,Supermarket Type2,1470.0864
NCS18,12.65,Low Fat,0.042211119000000005,Household,108.6938,OUT046,1997,Small,Tier 1,Supermarket Type1,1393.5194
FDN32,17.5,Low Fat,0.015557426000000001,Fruits and Vegetables,184.7266,OUT035,2004,Small,Tier 2,Supermarket Type1,2213.1192
FDO37,8.06,Low Fat,0.021409913,Breakfast,229.7326,OUT049,1999,Medium,Tier 1,Supermarket Type1,6930.978
NCD31,12.1,Low Fat,0.015497337,Household,165.5526,OUT018,2009,Medium,Tier 3,Supermarket Type2,3453.5046
FDY49,17.2,Regular,0.012030747,Canned,166.6184,OUT049,1999,Medium,Tier 1,Supermarket Type1,1155.8288
FDT11,5.94,Regular,0.029372367000000003,Breads,186.7556,OUT046,1997,Small,Tier 1,Supermarket Type1,3942.8676
FDD39,16.7,Low Fat,0.070096518,Dairy,217.885,OUT013,1987,High,Tier 3,Supermarket Type1,3894.93
NCL31,7.39,Low Fat,0.120258245,Others,141.547,OUT035,2004,Small,Tier 2,Supermarket Type1,2290.3520000000003
FDZ47,20.7,Regular,0.07928147599999999,Baking Goods,100.1042,OUT035,2004,Small,Tier 2,Supermarket Type1,892.8378
FDV60,20.2,Regular,0.11783932800000001,Baking Goods,195.21099999999998,OUT018,2009,Medium,Tier 3,Supermarket Type2,2356.9320000000002
FDB03,17.75,Regular,0.156701315,Dairy,240.7538,OUT013,1987,High,Tier 3,Supermarket Type1,4566.7222
FDQ37,20.75,Low Fat,0.089243789,Breakfast,192.0478,OUT035,2004,Small,Tier 2,Supermarket Type1,4649.9472
FDM02,12.5,Regular,0.073721115,Canned,85.6198,OUT035,2004,Small,Tier 2,Supermarket Type1,610.5386
FDW38,5.325,Regular,0.138679995,Dairy,53.7298,OUT046,1997,Small,Tier 1,Supermarket Type1,862.8768
FDY55,16.75,Low Fat,0.0,Fruits and Vegetables,255.3988,OUT046,1997,Small,Tier 1,Supermarket Type1,4625.9784
FDL34,16.0,Low Fat,0.040911824,Snack Foods,141.2496,OUT013,1987,High,Tier 3,Supermarket Type1,3387.5904
FDA09,13.35,Regular,0.14997485800000002,Snack Foods,179.766,OUT018,2009,Medium,Tier 3,Supermarket Type2,5932.278
FDI34,10.65,Regular,0.08548276099999999,Snack Foods,231.4668,OUT018,2009,Medium,Tier 3,Supermarket Type2,3225.1352
FDW33,9.395,Low Fat,0.099101845,Snack Foods,105.82799999999999,OUT035,2004,Small,Tier 2,Supermarket Type1,1704.4479999999999
NCP05,19.6,Low Fat,0.025281802000000003,Health and Hygiene,152.0024,OUT035,2004,Small,Tier 2,Supermarket Type1,2884.2456
FDL56,14.1,Low Fat,0.125675936,Fruits and Vegetables,86.9198,OUT013,1987,High,Tier 3,Supermarket Type1,1133.8574
FDH08,7.51,Low Fat,0.017425784,Fruits and Vegetables,227.90099999999998,OUT035,2004,Small,Tier 2,Supermarket Type1,459.402
DRH03,17.25,Low Fat,0.035118834,Dairy,93.412,OUT049,1999,Medium,Tier 1,Supermarket Type1,932.12
FDQ31,5.785,Regular,0.054066567,Fruits and Vegetables,87.0856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1696
FDT39,6.26,Regular,0.009883257,Meat,149.8366,OUT049,1999,Medium,Tier 1,Supermarket Type1,1964.7758
FDZ03,13.65,Regular,0.078909166,Dairy,186.72400000000002,OUT049,1999,Medium,Tier 1,Supermarket Type1,4474.1759999999995
NCK05,20.1,Low Fat,0.077769768,Health and Hygiene,63.0536,OUT018,2009,Medium,Tier 3,Supermarket Type2,980.0576
FDW55,12.6,Regular,0.021951613,Fruits and Vegetables,250.9092,OUT013,1987,High,Tier 3,Supermarket Type1,4731.1748
FDF47,20.85,Low Fat,0.09777000400000001,Starchy Foods,222.8746,OUT049,1999,Medium,Tier 1,Supermarket Type1,3589.9936
NCM55,15.6,Low Fat,0.06672613299999999,Others,185.8924,OUT046,1997,Small,Tier 1,Supermarket Type1,3516.7556
FDV51,16.35,Low Fat,0.032671446,Meat,165.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,1492.0578
DRG36,14.15,Low Fat,0.095378221,Soft Drinks,170.5106,OUT046,1997,Small,Tier 1,Supermarket Type1,2395.5484
DRF13,12.1,Low Fat,0.0,Soft Drinks,145.1444,OUT013,1987,High,Tier 3,Supermarket Type1,3338.3212
NCP42,8.51,Low Fat,0.016135764,Household,195.6478,OUT049,1999,Medium,Tier 1,Supermarket Type1,4262.4516
NCF30,17.0,Low Fat,0.12622018699999998,Household,126.7362,OUT035,2004,Small,Tier 2,Supermarket Type1,1258.362
FDX09,9.0,Low Fat,0.065350715,Snack Foods,175.437,OUT049,1999,Medium,Tier 1,Supermarket Type1,3175.866
FDU49,19.5,Regular,0.030742082999999996,Canned,85.554,OUT049,1999,Medium,Tier 1,Supermarket Type1,1211.756
FDJ21,16.7,Regular,0.038496166,Snack Foods,147.5102,OUT013,1987,High,Tier 3,Supermarket Type1,5540.7876
NCX41,19.0,Low Fat,0.017746826,Health and Hygiene,210.8244,OUT049,1999,Medium,Tier 1,Supermarket Type1,2540.6928
FDT36,12.3,Low Fat,0.11127459099999999,Baking Goods,35.0874,OUT046,1997,Small,Tier 1,Supermarket Type1,458.7362
DRI49,14.15,Low Fat,0.183472595,Soft Drinks,82.0276,OUT035,2004,Small,Tier 2,Supermarket Type1,1624.5520000000001
FDD48,10.395,Low Fat,0.030281542999999998,Baking Goods,116.3176,OUT018,2009,Medium,Tier 3,Supermarket Type2,1259.6936
FDX03,15.85,Regular,0.061190964,Meat,47.1744,OUT049,1999,Medium,Tier 1,Supermarket Type1,996.0368
FDZ33,10.195,Low Fat,0.10730767699999999,Snack Foods,149.8076,OUT013,1987,High,Tier 3,Supermarket Type1,2217.114
DRM11,6.57,Low Fat,0.066338717,Hard Drinks,261.4278,OUT018,2009,Medium,Tier 3,Supermarket Type2,4165.2448
FDX14,13.1,Low Fat,0.075056542,Dairy,76.0354,OUT049,1999,Medium,Tier 1,Supermarket Type1,601.8832
FDG09,20.6,Regular,0.047896392999999995,Fruits and Vegetables,185.8556,OUT013,1987,High,Tier 3,Supermarket Type1,1689.8004
FDP25,15.2,Low Fat,0.021240491,Canned,216.9824,OUT049,1999,Medium,Tier 1,Supermarket Type1,4804.4128
DRI03,6.03,Low Fat,0.022796177999999997,Dairy,178.1028,OUT018,2009,Medium,Tier 3,Supermarket Type2,1416.8224
NCV17,18.85,Low Fat,0.016132592,Health and Hygiene,130.2626,OUT049,1999,Medium,Tier 1,Supermarket Type1,3016.7398
NCJ17,7.68,Low Fat,0.152429537,Health and Hygiene,85.5224,OUT013,1987,High,Tier 3,Supermarket Type1,1278.336
FDZ15,13.1,Low Fat,0.020903193,Dairy,119.2782,OUT049,1999,Medium,Tier 1,Supermarket Type1,3098.6332
NCR05,10.1,Low Fat,0.054853377,Health and Hygiene,198.6084,OUT018,2009,Medium,Tier 3,Supermarket Type2,2182.4924
FDC21,14.6,Regular,0.04292307099999999,Fruits and Vegetables,109.8254,OUT013,1987,High,Tier 3,Supermarket Type1,1627.881
FDQ40,11.1,Regular,0.036174285,Frozen Foods,176.0712,OUT018,2009,Medium,Tier 3,Supermarket Type2,1581.9408
FDQ25,8.63,Regular,0.028320655,Canned,172.5422,OUT049,1999,Medium,Tier 1,Supermarket Type1,2241.7486
NCK18,9.6,Low Fat,0.0,Household,163.9184,OUT035,2004,Small,Tier 2,Supermarket Type1,4293.0784
DRA24,19.35,Regular,0.039990314,Soft Drinks,165.0868,OUT049,1999,Medium,Tier 1,Supermarket Type1,982.7208
FDE59,12.15,Low Fat,0.062541552,Starchy Foods,34.3532,OUT018,2009,Medium,Tier 3,Supermarket Type2,251.6724
FDY59,8.195,Low Fat,0.031403441000000004,Baking Goods,93.8462,OUT046,1997,Small,Tier 1,Supermarket Type1,647.8234
FDB21,7.475,Low Fat,0.149125615,Fruits and Vegetables,241.6854,OUT018,2009,Medium,Tier 3,Supermarket Type2,6042.135
DRG11,6.385,Low Fat,0.083768522,Hard Drinks,109.8596,OUT013,1987,High,Tier 3,Supermarket Type1,3235.788
FDI41,18.5,Regular,0.062205112,Frozen Foods,148.3418,OUT013,1987,High,Tier 3,Supermarket Type1,1765.7016
NCM17,7.93,Low Fat,0.07142564700000001,Health and Hygiene,45.9086,OUT018,2009,Medium,Tier 3,Supermarket Type2,1070.6064
FDM27,12.35,Regular,0.158337479,Meat,157.9946,OUT013,1987,High,Tier 3,Supermarket Type1,3313.6866
FDA32,14.0,Low Fat,0.030140981,Fruits and Vegetables,216.0192,OUT049,1999,Medium,Tier 1,Supermarket Type1,2588.6304
NCZ53,9.6,Low Fat,0.024515221,Health and Hygiene,189.2214,OUT049,1999,Medium,Tier 1,Supermarket Type1,3956.8494
FDW40,14.0,Regular,0.105125569,Frozen Foods,143.2812,OUT035,2004,Small,Tier 2,Supermarket Type1,3277.0676
FDS52,8.89,Low Fat,0.00547348,Frozen Foods,100.5016,OUT035,2004,Small,Tier 2,Supermarket Type1,1315.6208
FDS11,7.05,Regular,0.055548003,Breads,225.3088,OUT035,2004,Small,Tier 2,Supermarket Type1,5816.4288
FDL20,17.1,Low Fat,0.128614205,Fruits and Vegetables,111.6886,OUT049,1999,Medium,Tier 1,Supermarket Type1,1556.6404
FDR21,19.7,Low Fat,0.066879757,Snack Foods,174.437,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933
FDV28,16.1,Regular,0.160379061,Frozen Foods,33.6558,OUT018,2009,Medium,Tier 3,Supermarket Type2,203.7348
FDE23,17.6,Regular,0.053397642,Starchy Foods,46.706,OUT018,2009,Medium,Tier 3,Supermarket Type2,699.09
FDU12,15.5,Regular,0.075688032,Baking Goods,262.9568,OUT013,1987,High,Tier 3,Supermarket Type1,1845.5976
FDZ22,9.395,Low Fat,0.045340279000000004,Snack Foods,85.025,OUT049,1999,Medium,Tier 1,Supermarket Type1,2080.625
FDI44,16.1,Low Fat,0.10014945900000001,Fruits and Vegetables,78.4328,OUT013,1987,High,Tier 3,Supermarket Type1,1158.492
FDE57,9.6,Low Fat,0.036341539,Fruits and Vegetables,142.9154,OUT049,1999,Medium,Tier 1,Supermarket Type1,3261.7542
DRJ51,14.1,Low Fat,0.087920675,Dairy,228.5668,OUT013,1987,High,Tier 3,Supermarket Type1,1151.8339999999998
FDT21,7.42,Low Fat,0.020423549,Snack Foods,249.0092,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104
FDS58,9.285,Regular,0.021002641000000002,Snack Foods,161.1578,OUT035,2004,Small,Tier 2,Supermarket Type1,4011.445
FDA26,7.855,Regular,0.0,Dairy,220.1482,OUT018,2009,Medium,Tier 3,Supermarket Type2,4600.0122
FDF20,12.85,Low Fat,0.033220169,Fruits and Vegetables,196.6768,OUT046,1997,Small,Tier 1,Supermarket Type1,2759.0752
FDI15,13.8,Low Fat,0.14123493199999998,Dairy,263.7884,OUT013,1987,High,Tier 3,Supermarket Type1,5564.7564
FDL08,10.8,Low Fat,0.049709624,Fruits and Vegetables,246.8144,OUT035,2004,Small,Tier 2,Supermarket Type1,2450.144
FDF08,14.3,Regular,0.065153295,Fruits and Vegetables,88.4856,OUT013,1987,High,Tier 3,Supermarket Type1,1406.1696
FDN03,9.8,Regular,0.015087112,Meat,250.1408,OUT035,2004,Small,Tier 2,Supermarket Type1,4005.4528
NCO17,10.0,Low Fat,0.073493831,Health and Hygiene,118.344,OUT049,1999,Medium,Tier 1,Supermarket Type1,1797.66
NCH18,9.3,Low Fat,0.044624064000000005,Household,245.4802,OUT013,1987,High,Tier 3,Supermarket Type1,3193.8426
DRN35,8.01,Low Fat,0.070189131,Hard Drinks,37.9532,OUT013,1987,High,Tier 3,Supermarket Type1,826.9236
FDC47,15.0,Low Fat,0.119374946,Snack Foods,229.3694,OUT018,2009,Medium,Tier 3,Supermarket Type2,5024.1268
FDN48,13.35,Low Fat,0.065215312,Baking Goods,93.4804,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648
DRL11,10.5,Low Fat,0.048009080999999995,Hard Drinks,157.0946,OUT035,2004,Small,Tier 2,Supermarket Type1,2209.1244
FDY37,17.0,Regular,0.026568875,Canned,142.047,OUT046,1997,Small,Tier 1,Supermarket Type1,3149.2340000000004
FDS35,9.3,Low Fat,0.111127966,Breads,63.1826,OUT013,1987,High,Tier 3,Supermarket Type1,2002.0606
DRD60,15.7,Low Fat,0.03723211,Soft Drinks,183.1634,OUT046,1997,Small,Tier 1,Supermarket Type1,5634.6654
DRP47,15.75,Low Fat,0.140603316,Hard Drinks,252.8382,OUT046,1997,Small,Tier 1,Supermarket Type1,6308.455
FDR59,14.5,Regular,0.063962842,Breads,263.1594,OUT049,1999,Medium,Tier 1,Supermarket Type1,2616.594
FDY33,14.5,Regular,0.0,Snack Foods,159.3262,OUT035,2004,Small,Tier 2,Supermarket Type1,2864.2716
NCW17,18.0,Low Fat,0.019465205,Health and Hygiene,128.6994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2441.4886
FDN38,6.615,Regular,0.091895319,Canned,248.6408,OUT013,1987,High,Tier 3,Supermarket Type1,3504.7712
NCN14,19.1,Low Fat,0.092060694,Others,183.7608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4777.7808
FDW32,18.35,Regular,0.094296835,Fruits and Vegetables,84.3882,OUT046,1997,Small,Tier 1,Supermarket Type1,1116.5466
FDU33,7.63,Regular,0.13468429199999998,Snack Foods,47.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,1470.0864
NCO43,5.5,Low Fat,0.047059015999999995,Others,100.1016,OUT013,1987,High,Tier 3,Supermarket Type1,2125.2336
FDT19,7.59,Regular,0.14526636,Fruits and Vegetables,172.908,OUT049,1999,Medium,Tier 1,Supermarket Type1,6231.888000000001
DRK12,9.5,Low Fat,0.041851461,Soft Drinks,31.49,OUT013,1987,High,Tier 3,Supermarket Type1,466.06
FDS14,7.285,Low Fat,0.049954435,Dairy,156.5288,OUT035,2004,Small,Tier 2,Supermarket Type1,2356.9320000000002
NCK07,10.65,Low Fat,0.048762383,Others,165.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3946.8624
FDH32,12.8,Low Fat,0.075996742,Fruits and Vegetables,97.141,OUT013,1987,High,Tier 3,Supermarket Type1,2799.6890000000003
NCZ41,19.85,Low Fat,0.0,Health and Hygiene,126.1704,OUT018,2009,Medium,Tier 3,Supermarket Type2,1877.556
FDQ59,9.8,Regular,0.056339618,Breads,84.2908,OUT013,1987,High,Tier 3,Supermarket Type1,755.0172
NCO54,19.5,Low Fat,0.014262413,Household,57.1614,OUT013,1987,High,Tier 3,Supermarket Type1,331.5684
DRH36,16.2,Low Fat,0.03338006,Soft Drinks,74.0696,OUT046,1997,Small,Tier 1,Supermarket Type1,1416.8224
FDY35,17.6,Regular,0.016024651,Breads,44.0402,OUT035,2004,Small,Tier 2,Supermarket Type1,597.2226
NCL18,18.85,Low Fat,0.16755220199999998,Household,193.1136,OUT035,2004,Small,Tier 2,Supermarket Type1,2332.9632
FDL57,15.1,Regular,0.067181098,Snack Foods,258.8304,OUT049,1999,Medium,Tier 1,Supermarket Type1,5424.9384
NCP50,17.35,Low Fat,0.0,Others,79.2618,OUT018,2009,Medium,Tier 3,Supermarket Type2,966.7416
FDH24,20.7,Low Fat,0.021431133999999998,Baking Goods,157.0288,OUT046,1997,Small,Tier 1,Supermarket Type1,2199.8032
FDW50,13.1,Low Fat,0.075563757,Dairy,168.1158,OUT035,2004,Small,Tier 2,Supermarket Type1,2005.3896
FDD29,12.15,Low Fat,0.018439138,Frozen Foods,254.7698,OUT049,1999,Medium,Tier 1,Supermarket Type1,5073.396
FDX55,15.1,Low Fat,0.055195460999999994,Fruits and Vegetables,216.1166,OUT035,2004,Small,Tier 2,Supermarket Type1,5007.4818
FDR02,16.7,Low Fat,0.022065676,Dairy,110.5886,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404
FDF08,14.3,Regular,0.0,Fruits and Vegetables,89.8856,OUT018,2009,Medium,Tier 3,Supermarket Type2,1406.1696
DRJ11,9.5,Low Fat,0.085020342,Hard Drinks,188.7872,OUT013,1987,High,Tier 3,Supermarket Type1,1701.7848
FDC21,14.6,Regular,0.043133816,Fruits and Vegetables,109.7254,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.1524
FDX39,14.3,Regular,0.049676157,Meat,212.4586,OUT046,1997,Small,Tier 1,Supermarket Type1,3799.0548
FDT16,9.895,Regular,0.048738014,Frozen Foods,262.1278,OUT049,1999,Medium,Tier 1,Supermarket Type1,3904.917
FDK52,18.25,Low Fat,0.07934200599999999,Frozen Foods,226.0062,OUT049,1999,Medium,Tier 1,Supermarket Type1,1805.6496
FDS23,4.635,Low Fat,0.14088911099999998,Breads,127.0994,OUT046,1997,Small,Tier 1,Supermarket Type1,1927.491
FDI41,18.5,Regular,0.06224514900000001,Frozen Foods,145.8418,OUT035,2004,Small,Tier 2,Supermarket Type1,5591.3884
FDG33,5.365,Regular,0.140811559,Seafood,173.5764,OUT018,2009,Medium,Tier 3,Supermarket Type2,2061.3168
NCM31,6.095,Low Fat,0.08152738,Others,140.3154,OUT018,2009,Medium,Tier 3,Supermarket Type2,1843.6002
FDY55,16.75,Low Fat,0.081446638,Fruits and Vegetables,257.0988,OUT049,1999,Medium,Tier 1,Supermarket Type1,6424.97
FDY47,8.6,Regular,0.0,Breads,131.531,OUT049,1999,Medium,Tier 1,Supermarket Type1,2466.7889999999998
DRH37,17.6,Low Fat,0.041681059,Soft Drinks,164.2526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1315.6208
NCL19,15.35,Low Fat,0.015676231000000002,Others,144.047,OUT046,1997,Small,Tier 1,Supermarket Type1,286.29400000000004
DRI11,8.26,Low Fat,0.034397781,Hard Drinks,115.7834,OUT035,2004,Small,Tier 2,Supermarket Type1,2073.3012
NCC19,6.57,Low Fat,0.096880574,Household,191.482,OUT046,1997,Small,Tier 1,Supermarket Type1,5020.1320000000005
FDS01,11.6,Low Fat,0.017817285,Canned,177.0686,OUT018,2009,Medium,Tier 3,Supermarket Type2,1422.1488
NCL55,12.15,Low Fat,0.0,Others,254.90400000000002,OUT046,1997,Small,Tier 1,Supermarket Type1,4048.0640000000003
FDW16,17.35,Regular,0.041439718,Frozen Foods,93.7804,OUT013,1987,High,Tier 3,Supermarket Type1,2848.2924
FDT49,7.0,Low Fat,0.15140558699999998,Canned,107.728,OUT046,1997,Small,Tier 1,Supermarket Type1,2024.0320000000002
FDW13,8.5,Low Fat,0.097803261,Canned,50.5324,OUT013,1987,High,Tier 3,Supermarket Type1,882.8508
FDC14,14.5,Regular,0.041313203,Canned,42.0454,OUT049,1999,Medium,Tier 1,Supermarket Type1,377.5086
FDS32,17.75,Regular,0.029700017999999998,Fruits and Vegetables,140.3838,OUT049,1999,Medium,Tier 1,Supermarket Type1,1404.838
FDE09,8.775,Low Fat,0.0,Fruits and Vegetables,111.3228,OUT049,1999,Medium,Tier 1,Supermarket Type1,1436.7964
FDT57,15.2,Low Fat,0.019064377,Snack Foods,238.2248,OUT049,1999,Medium,Tier 1,Supermarket Type1,3555.3720000000003
FDM32,20.5,Low Fat,0.020605032,Fruits and Vegetables,91.083,OUT046,1997,Small,Tier 1,Supermarket Type1,539.298
FDH35,18.25,Low Fat,0.060342304000000006,Starchy Foods,165.9526,OUT049,1999,Medium,Tier 1,Supermarket Type1,1644.526
NCI29,8.6,Low Fat,0.032615377,Health and Hygiene,142.9154,OUT035,2004,Small,Tier 2,Supermarket Type1,992.7078
FDL24,10.3,Regular,0.024935297000000002,Baking Goods,172.0422,OUT049,1999,Medium,Tier 1,Supermarket Type1,3966.1706
FDI46,9.5,Low Fat,0.07434526799999999,Snack Foods,251.9724,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
DRQ35,9.3,Low Fat,0.042283454000000005,Hard Drinks,125.4388,OUT035,2004,Small,Tier 2,Supermarket Type1,3715.164
FDB39,11.6,Low Fat,0.038511676,Dairy,57.7272,OUT035,2004,Small,Tier 2,Supermarket Type1,503.3448
FDT52,9.695,Regular,0.04762278599999999,Frozen Foods,246.2144,OUT018,2009,Medium,Tier 3,Supermarket Type2,3675.216
FDT60,12.0,Low Fat,0.07554831,Baking Goods,121.9388,OUT046,1997,Small,Tier 1,Supermarket Type1,3219.8088
FDM34,19.0,Low Fat,0.067447572,Snack Foods,132.9626,OUT046,1997,Small,Tier 1,Supermarket Type1,1967.4389999999999
FDY27,6.38,Low Fat,0.03187163,Dairy,179.5344,OUT013,1987,High,Tier 3,Supermarket Type1,4103.9912
FDQ11,5.695,Regular,0.06797671,Breads,257.4988,OUT018,2009,Medium,Tier 3,Supermarket Type2,3083.9856
FDX31,20.35,Regular,0.014813268000000001,Fruits and Vegetables,234.9958,OUT013,1987,High,Tier 3,Supermarket Type1,5842.395
DRC12,17.85,Low Fat,0.03781972,Soft Drinks,191.6188,OUT035,2004,Small,Tier 2,Supermarket Type1,2475.4444
NCB30,14.6,Low Fat,0.025702994,Household,199.9084,OUT046,1997,Small,Tier 1,Supermarket Type1,2380.9008
FDX16,17.85,Low Fat,0.0,Frozen Foods,148.005,OUT018,2009,Medium,Tier 3,Supermarket Type2,898.83
NCL53,7.5,Low Fat,0.036204764,Health and Hygiene,176.1028,OUT013,1987,High,Tier 3,Supermarket Type1,1948.1308
FDK46,9.6,Low Fat,0.051677050999999995,Snack Foods,258.062,OUT018,2009,Medium,Tier 3,Supermarket Type2,2856.282
FDJ50,8.645,Low Fat,0.021619563999999997,Canned,50.6982,OUT049,1999,Medium,Tier 1,Supermarket Type1,736.3748
