Products,Prod_id,Cust_id,Sales,Order_Quan,Profit,Shipping_Cost,Product_Base_Margin,Customer_Segment
VENDING MACHINE,Prod_1,Cust_1329,2168.05,5,416.02,19.99,0.59,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1329,86.47,17,-9.35,2.99,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1329,8038.08,50,2821.41,19.99,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1329,124.78,33,-122.67,5.26,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_467,3.42,1,-2.91,1.49,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_417,561.66,26,-111.33,15.1,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1269,362.71,48,-88.95,6.16,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_147,2010.89,34,564.07,11.55,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_147,3800.4,9,1234.57,19.99,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_141,114.12,30,15.73,1.49,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_141,384.33,7,87.68,1.49,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1610,86.64,21,-73.07,5.26,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_396,61.43,9,-42.98,7.78,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1712,59.38,7,-3.05,2.99,0.37,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1633,260.51,34,-127.52,7.72,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1532,68.5,24,2.69,1.49,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_185,241.1,41,-243.24,8.49,0.35,CORPORATE
COMPUTER PERIPHERALS,Prod_8,Cust_185,227.5,37,-256.52,9.92,0.64,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1244,120.15,40,11.32,1.49,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1244,44.45,2,-17.46,1.49,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_428,157.51,8,46.48,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1320,7406.49,4,701.22,19.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_257,273.44,11,-35.62,15.1,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_188,215.31,14,-51.75,10.91,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_188,25.09,2,-17.6,8.94,0.37,CORPORATE
VENDING MACHINE,Prod_1,Cust_188,127.17,23,-108.13,6.98,0.59,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_188,32.35,16,-63.19,4.79,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_188,25.52,4,-1.99,1.49,0.35,CORPORATE
COMPUTER PERIPHERALS,Prod_8,Cust_188,21.93,8,-37.79,6.05,0.6,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_188,142.3,5,-24.18,12.98,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_188,169.61,29,-211.06,9.92,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1058,50.42,10,7.25,1.49,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1325,1194.34,33,497.11,2.99,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1571,188.34,36,-110.16,5.74,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1590,6688.66,21,2648.08,19.99,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_675,199.58,42,46.31,1.49,0.38,CORPORATE
COMPUTER PERIPHERALS,Prod_8,Cust_1505,110.67,19,-43.75,4.92,0.54,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_660,240.6,45,3.45,2.99,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_737,214.62,49,-151.42,5.41,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_688,59.08,22,-2.61,1.49,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_870,505.08,33,-56.91,10.13,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1649,313.83,36,56.78,2.99,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1405,852.75,29,358.73,1.49,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_705,154.62,27,-118.6,6.98,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_993,24.16,5,8.05,1.49,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_993,887.45,47,365.79,1.49,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1023,82.03,42,-15.56,1.49,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1278,93.05,23,15.27,1.49,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1469,36.4,1,-41.56,12.98,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1469,398.86,46,-26.45,5.6,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1155,635.59,40,202.83,2.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1155,250.29,8,-9.31,12.62,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1361,151.75,25,-66.24,5.59,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1339,119.51,17,-51.3,6.05,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_499,196.04,13,2.13,7.27,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_213,1882.12,32,584.15,10.29,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1159,197.1,40,-12.88,2.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_343,74.34,32,-166.55,6.05,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_418,13.45,1,-8.2,7.78,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_401,3978.02,24,1336.96,19.99,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_193,736.3,30,259.07,2.99,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_987,523.42,44,39.42,5.63,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1786,43.26,9,3.9,1.49,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1024,207.42,40,-115.35,5.68,0.4,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1024,277.88,36,-64.41,6.16,0.36,SMALL BUSINESS
VENDING MACHINE,Prod_1,Cust_1024,216.77,33,-55.11,5.27,0.37,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1368,142.94,17,-129.56,11.51,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1415,434.11,37,24.85,5.63,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1733,762.2,50,16.57,8.4,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1734,1876.09,42,809.74,2.99,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1677,110,3,-24.43,11.63,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_231,281.17,38,-78.37,6.05,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_231,74.25,17,-56.17,5.26,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_231,161.8,44,21.34,1.49,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_231,158.97,39,-30.27,2.99,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_570,18.7,3,-14.69,5.83,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_572,3982.21,23,1413.94,19.99,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_572,1935.25,29,652.19,11.55,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_572,2168.05,5,416.02,19.99,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_454,86.47,17,-9.35,2.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1728,8038.08,50,2821.41,19.99,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1421,124.78,33,-122.67,5.26,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_277,107.41,24,20.68,1.49,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_393,1662.57,49,674.99,2.99,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_410,9062.44,22,3858.28,19.99,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_174,501.32,30,-119.08,13.18,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_934,225.25,29,-7.59,4.71,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_934,262.32,19,5.16,6.46,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_934,934.87,31,98.69,12.62,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1138,2130.82,18,818.92,9.07,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1138,136.2,32,-154.31,7.01,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_775,233.01,17,88.88,1.49,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1360,580.56,42,163.63,2.99,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1360,87.23,14,-69.53,7.78,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_424,33.39,8,-35.51,6.27,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1333,132.72,14,-9.18,5.6,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1338,809.91,22,321.67,2.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_540,2842.54,50,1315.75,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1171,105.94,7,-13.33,7.17,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1163,295.24,49,-279.93,8.49,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1163,2378.82,43,597.16,16.11,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_734,562.8,36,-17.45,9.73,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_402,133.15,21,-51.43,5.36,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_411,33.76,16,-7.15,1.49,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1672,564.85,10,181.02,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1290,176.28,31,-80.3,5.74,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1290,188.47,24,-191.23,11.51,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_196,231.29,47,-147.86,5.68,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1631,139.45,23,-137.49,8.49,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_251,5642.18,19,1996.68,19.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1566,181.95,36,-132.26,6.07,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1632,1216.5,19,162.18,19.99,0.4,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1344,278.1,10,68.1,2.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1258,636.7,27,-29.91,12.98,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1277,137.07,38,-199.3,6.83,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1277,259.52,6,45.2,2.99,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1014,86.61,7,15.69,1.49,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_592,114.57,4,-29.98,12.98,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_592,136.77,25,-136.25,7.78,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1050,5126.3,23,2019.19,15.01,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1050,1502.66,27,637.6,1.49,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1050,254.93,37,-62.88,5.48,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1050,515.23,13,171.4,2.99,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1201,321.91,22,-24.96,8.4,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1045,478.94,37,10.56,7.17,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1045,362.76,26,19.36,6.46,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1334,30.1,7,-28.31,5.47,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1270,106.69,22,-76.6,5.83,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_391,472.35,31,61.68,6.46,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_391,163.27,31,-0.62,2.99,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_421,126.69,18,-35.56,5.48,0.37,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_421,176.15,30,-125.36,6.98,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_971,533.47,47,-50.21,7.19,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_576,1355.47,49,590.04,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_382,70.55,8,-66.17,11.51,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_733,314.26,39,-71.05,6.28,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_733,212.28,43,-103.22,4.95,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_724,197.36,50,-43.5,2.99,0.37,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_644,68.88,24,1.31,1.49,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_831,4901.99,16,1724.68,19.99,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_875,181.61,44,-150.26,5.34,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_197,136.29,18,-77.28,7.72,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_197,41.18,5,-19.31,7.46,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_197,823.13,41,384.51,1.49,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_812,113.33,42,-0.4,1.49,0.39,HOME OFFICE
COPIERS AND FAX,Prod_16,Cust_812,878.77,31,373.52,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_812,61.02,19,-71.04,5.44,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_58,109.43,23,21.77,1.49,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_58,182.26,9,60.61,1.49,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1287,267.06,10,76.47,2.99,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1287,1751.08,28,587.01,10.29,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1231,15.64,3,-16.01,6.27,0.4,CORPORATE
COMPUTER PERIPHERALS,Prod_8,Cust_1231,194.35,27,30.88,2.99,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1231,145.76,26,5.67,2.99,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1231,37.64,11,7.52,1.49,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_548,136.45,41,-202.08,6.27,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_360,38.37,7,-29,5.74,0.36,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_360,372.69,42,-177.03,8.94,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_381,487.98,38,8.1,7.17,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_230,53.93,26,-10.95,1.49,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1260,1477.39,40,641.4,2.99,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1260,27.99,7,-0.17,1.49,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_684,1482.01,46,709.33,1.49,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_684,107.93,23,-68.14,5.34,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_65,261.02,49,-94.05,4.95,0.37,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1401,241.81,46,-94.83,4.97,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1401,1398.87,46,601.96,2.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_647,207.92,33,-124.84,6.97,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_771,28.75,1,-14.35,7.27,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_509,825.63,42,379.74,1.49,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_544,55.59,8,-17.95,5.74,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_544,833.51,41,364.99,1.49,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_472,11.08,1,-9.69,5.59,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_472,201.74,15,-2.63,7.17,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_472,143.1,23,36.75,1.49,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_588,20.21,9,-5.14,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1227,50.19,13,-64.39,6.83,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1227,2393.63,35,524.88,19.99,0.4,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_673,232.67,1,-105.14,15.01,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_589,403.17,14,147.45,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_386,26.41,4,-16.53,5.74,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1303,165.04,10,-66.59,13.18,0.37,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_265,21752.01,25,9296.35,19.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1342,66.33,15,-47.23,5.04,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1310,83.89,12,-29.59,5.48,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1280,1398.87,46,601.96,2.99,0.36,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_838,207.92,33,-124.84,6.97,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_685,28.75,1,-14.35,7.27,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1300,825.63,42,379.74,1.49,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1616,55.59,8,-17.95,5.74,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_621,833.51,41,364.99,1.49,0.4,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1228,11.08,1,-9.69,5.59,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1228,201.74,15,-2.63,7.17,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1230,143.1,23,36.75,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1406,20.21,9,-5.14,1.49,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1406,50.19,13,-64.39,6.83,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1411,2393.63,35,524.88,19.99,0.39,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1411,232.67,1,-105.14,15.01,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1411,403.17,14,147.45,1.49,0.38,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1030,26.41,4,-16.53,5.74,0.37,SMALL BUSINESS
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1030,165.04,10,-66.59,13.18,0.37,SMALL BUSINESS
COMPUTER PERIPHERALS,Prod_8,Cust_578,21752.01,25,9296.35,19.99,0.35,HOME OFFICE
VENDING MACHINE,Prod_1,Cust_578,66.33,15,-47.23,5.04,0.81,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_578,83.89,12,-29.59,5.48,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_578,132.31,45,10.91,1.49,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_930,4722.83,27,1749.78,19.99,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_930,84.09,14,-73.14,7.78,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_341,137.64,13,19.59,2.99,0.35,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_365,69.98,12,-58.33,6.98,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_590,464.59,17,168.22,1.49,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1604,303.97,28,23.3,5.14,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1146,5122.61,17,1784.04,19.99,0.4,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1140,226.1,34,-52.21,5.19,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1140,157.99,35,-105.55,5.41,0.38,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1140,152.67,11,12.76,4.98,0.38,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_1140,15337.58,30,6670.41,19.99,0.37,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_1140,11823.52,34,4592.74,19.99,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_593,80.81,19,-67.46,5.41,0.37,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_593,18092.66,36,7917.76,19.99,0.37,HOME OFFICE
COMPUTER PERIPHERALS,Prod_8,Cust_1264,23106.46,28,9527.47,19.99,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1264,315.45,40,-305.88,11.51,0.39,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_149,125.54,14,-15.74,6.16,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1459,30.61,11,-3.38,1.49,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_485,320.57,46,-114.2,6.05,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_485,267,19,-2.83,7.17,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1396,60.92,33,-17.2,1.49,0.35,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1645,278.68,20,8.9,6.46,0.39,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_464,3633.03,33,1440.27,9.07,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1413,1484.49,23,230.5,19.99,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1707,3.42,1,-2.91,1.49,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1276,561.66,26,-111.33,15.1,0.36,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1561,362.71,48,-88.95,6.16,0.38,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1258,2010.89,34,564.07,11.55,0.37,HOME OFFICE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_1281,3800.4,9,1234.57,19.99,0.37,CORPORATE
BINDERS AND BINDER ACCESSORIES,Prod_3,Cust_900,114.12,30,15.73,1.49,0.39,SMALL BUSINESS
